pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
6761039,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,0,11,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,0,1,0.8895599,78.47222,79,16,0,6,0,18,2,0,6.171429,4.8,4.242857,8,5,0,13,17.24286,0.0327937,0.9506724,0.1494564,1.060531,0.1539432,1.0972,0.1358235,1.022276,0,13,14,6,34,2,3.6,11.65714,4.8,8.514286,14,7,7,0,22.51429
6761043,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,1,0,1,0,0,0,-1.511974,6.944442,7,2,0,0,8,0,1,4.8,0,2.4,1.8,3,3,0,6,7.8,-0.0242508,1.055937,-0.1477833,0.9474619,-0.1743711,0.8934412,-0.1188389,0.9927871,0,10,0,6,6,0,3.6,2.057143,0,1.414286,13,8,5,0,14.41429
6761044,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,11,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,0,1,1.118654,85.41666,86,18,0,16,1,38,6,0.6,13.02857,14.4,11.00714,2,3,0,5,16.00714,0.0296256,0.9468673,0.1514602,1.059938,0.1852903,1.089458,0.1185676,1.027818,0,10,20,11,14,7,6.6,4.8,16.8,12.05,13,8,5,0,25.05
6761045,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,7,0,0,49.18651,1.06143,-0.0455486,1,0,0,1,0,0,-0.6824968,30.55556,31,7,0,0,0,12,0,0,4.114286,0,1.028571,3,0,0,3,4.028572,-0.0364257,1.06743,-0.141373,0.9415256,-0.1620045,0.8821748,-0.1167445,0.9910979,0,8,6,0,15,1,0,5.142857,2.4,3.385714,11,6,5,0,14.38571
6761048,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,10,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,0,1,0.8579608,75.69444,76,16,0,24,9,46,10,5.4,15.77143,24,17.29286,6,6,1,13,30.29286,0.0332309,0.9511188,0.1300734,1.054911,0.1539432,1.0972,0.1040869,1.018782,0,10,24,26,55,9,15.6,18.85714,21.6,20.01429,18,9,6,3,38.01429
6761049,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,9,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,0,1,1.102854,84.02778,85,17,0,4,0,52,2,0,17.82857,4.8,6.657143,3,6,0,9,15.65714,-0.0636779,1.059924,-0.161984,0.9501221,-0.1879614,0.8917372,-0.1324963,0.9971641,0,10,24,18,62,3,10.8,21.25714,7.2,15.81429,13,4,6,3,28.81429
6761050,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,9,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,1,0,0.6288671,68.75,69,14,0,24,20,70,9,12,24,21.6,20.4,8,6,0,14,34.4,0.0364071,0.9538049,0.1245312,1.048298,0.1506125,1.095107,0.0973127,1.008659,0,9,24,40,68,8,24,23.31429,19.2,22.62857,15,8,7,0,37.62857
6761051,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,1,0,0,1,0,0,-0.0505142,47.91666,48,10,0,16,36,70,10,21.6,24,24,21.4,7,5,3,15,36.4,-0.0457943,1.069688,-0.2076854,0.8914515,-0.2201439,0.8476806,-0.1820724,0.9420859,0,9,16,26,69,9,15.6,23.65714,21.6,19.21428,20,7,8,5,39.21429
6761052,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,12,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,1,0,0.8421612,74.30556,75,15,0,22,13,34,8,7.8,11.65714,19.2,15.16429,7,6,1,14,29.16429,0.0334497,0.9513351,0.1316375,1.056291,0.1506125,1.095107,0.1088592,1.023452,1,,,,,,,,,,,,,,
6761053,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,1,0,0.0442832,50.69445,51,11,0,20,28,70,9,16.8,24,21.6,20.6,5,5,0,10,30.6,-0.0472179,1.069568,-0.193344,0.9189655,-0.1928133,0.8883456,-0.1789208,0.9482923,0,8,24,34,67,10,20.4,22.97143,24,22.84286,20,8,8,4,42.84286
6761054,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,6,1,0,51.63966,0.9494548,0.0442832,1,0,1,0,0,0,-1.511974,6.944442,7,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0.0677992,0.9334682,0.1790029,1.036283,0.2108704,1.06032,0.1449478,1.01387,0,7,0,2,0,1,1.2,0,2.4,0.9,9,4,5,0,9.9
6761055,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,10,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,1,0,0.1074814,52.08334,53,11,0,0,6,0,0,3.6,0,0,0.9,0,1,0,1,1.9,-0.0481703,1.069422,-0.1378535,0.9367314,-0.1543268,0.8665748,-0.1163972,0.9907888,0,10,4,4,11,0,2.4,3.771429,0,2.542857,0,0,0,0,2.542857
6761056,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,7,1,0,51.63966,0.9494548,0.0442832,1,0,0,1,0,0,-0.2164096,42.36111,43,9,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0.0483079,0.9556749,0.1690792,1.047776,0.1808265,1.092813,0.1478994,1.010449,0,8,10,0,17,2,0,5.828571,4.8,5.157143,11,5,6,0,16.15714
6761057,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,1,0,0.3839738,61.11111,62,13,0,10,7,36,1,4.2,12.34286,2.4,7.235714,4,5,0,9,16.23571,-0.0523745,1.068155,-0.1630817,0.9498176,-0.1879614,0.8917372,-0.1341859,0.9969884,0,8,14,2,64,3,1.2,21.94286,7.2,11.08571,12,4,5,3,23.08571
6761058,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,9,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,0,1,1.055455,82.63889,83,17,0,6,10,2,0,6,0.6857143,0,3.171429,5,5,0,10,13.17143,0.0304993,0.9480181,0.1561899,1.057842,0.1646347,1.099321,0.1387672,1.019935,1,,,,,,,,,,,,,,
6761059,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,10,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,0,1,1.671638,97.22222,98,20,0,22,15,70,7,9,24,16.8,17.95,4,5,1,10,27.95,-0.0731524,1.047845,-0.1872572,0.9283014,-0.1928133,0.8883456,-0.1689523,0.9656775,0,11,24,40,62,8,24,21.25714,19.2,22.11428,14,7,4,3,36.11428
6761060,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,9,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,1,0,0.304976,54.86111,55,11,0,0,1,0,5,0.6,0,12,3.15,3,3,0,6,9.15,0.040924,0.955995,0.1632409,1.05307,0.1808265,1.092813,0.1388267,1.019884,0,9,14,30,67,8,18,22.97143,19.2,18.54286,12,6,6,0,30.54286
6761061,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,0,1,1.213451,88.19444,89,18,0,24,36,70,9,21.6,24,21.6,22.8,7,6,3,16,38.8,-0.0654776,1.057986,-0.2140925,0.8767335,-0.2263602,0.8339044,-0.1877644,0.9300224,0,8,22,36,45,10,21.6,15.42857,24,20.75714,15,7,4,4,35.75714
6761063,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,1,0,0,1,0,0,-0.6429979,32.63889,33,7,0,5,0,12,0,0,4.114286,0,2.278572,2,1,1,4,6.278572,-0.0370067,1.067729,-0.145169,0.9454477,-0.166006,0.8874488,-0.1201475,0.9936935,1,,,,,,,,,,,,,,
6761064,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,10,1,0,51.63966,0.9494548,0.0442832,0,1,0,0,0,1,1.039656,81.25,82,17,0,6,10,50,8,6,17.14286,19.2,12.08571,7,6,0,13,25.08571,0.0307178,0.9482936,0.1374532,1.059815,0.1539432,1.0972,0.1159935,1.027264,0,10,20,28,68,10,16.8,23.31429,24,21.02857,15,7,7,1,36.02857
6761065,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,0,0,49.18651,1.06143,-0.0455486,0,1,0,0,1,0,0.194379,53.47222,54,11,0,2,3,34,4,1.8,11.65714,9.6,6.264286,5,5,0,10,16.26429,-0.0494846,1.069134,-0.1631362,0.9498008,-0.1928133,0.8883456,-0.1313574,0.9971999,0,9,20,13,69,7,7.8,23.65714,16.8,17.06429,15,7,6,2,32.06429
6761070,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,8,1,0,51.63966,0.9494548,0.0442832,1,0,1,0,0,0,-1.006388,18.75,19,4,0,16,18,30,8,10.8,10.28571,19.2,14.07143,7,2,2,11,25.07143,0.0599373,0.9460108,0.1374741,1.059823,0.1609473,1.099287,0.1113581,1.025192,0,9,20,32,64,9,19.2,21.94286,21.6,20.68571,15,9,4,2,35.68571
6761071,676,BUTERE/M,0,BUTERE,BUTERE EAST,0,0,1,9,0,0,49.18651,1.06143,-0.0455486,1,0,1,0,0,0,-1.085386,15.97222,16,4,0,4,0,0,0,0,0,0,1,4,5,0,9,10,-0.0305137,1.063126,-0.1516362,0.9494964,-0.1879614,0.8917372,-0.1166673,0.99103,0,9,12,5,0,0,3,0,0,3.75,5,3,2,0,8.75
6781001,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.782796,1.136363,2,1,0,0,1,2,0,0.6,0.6857143,0,0.3214286,2,0,0,2,2.321429,-0.7814902,0.5282006,-0.4364872,1.003816,-0.4155877,1.11623,-0.3823213,0.8922851,0,10,6,0,0,0,0,0,0,1.5,1,1,0,0,2.5
6781002,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,7,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.539119,3.409088,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.7795126,0.5449023,-0.4341699,1.000972,-0.4120329,1.112984,-0.3811359,0.8911264,0,10,0,9,0,0,5.4,0,0,1.35,2,2,0,0,3.35
6781003,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,8,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.306036,5.681819,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7788049,0.555273,-0.4325649,0.9982715,-0.4090119,1.108171,-0.3811359,0.8911264,0,9,0,3,0,0,1.8,0,0,0.45,0,0,0,0,0.45
6781004,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,10,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.295441,9.090912,10,2,0,0,0,13,0,0,4.457143,0,1.114286,1,1,0,2,3.114286,-0.7787992,0.5556258,-0.4379834,1.005142,-0.4155877,1.11623,-0.3853683,0.8944878,0,8,0,8,10,0,4.8,3.428571,0,2.057143,0,0,0,0,2.057143
6781005,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,8,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.284846,12.5,13,3,0,0,0,11,0,0,3.771429,0,0.9428571,2,3,0,5,5.942857,-0.7787957,0.5559686,-0.4439626,1.00766,-0.4293499,1.117576,-0.3846945,0.8940895,0,7,2,3,0,0,1.8,0,0,0.95,7,2,5,0,7.95
6781007,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.200089,14.77273,15,3,0,3,3,0,0,1.8,0,0,1.2,1,3,0,4,5.2,-0.7788491,0.5583597,-0.4422957,1.007325,-0.4242499,1.118459,-0.3857082,0.894671,0,8,0,1,0,0,0.6,0,0,0.15,6,2,4,0,6.15
6781008,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,12,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.168305,17.04546,18,4,0,1,0,0,0,0,0,0,0.25,0,1,0,1,1.25,-0.7789057,0.5590977,-0.4345913,1.001572,-0.4120329,1.112984,-0.3820554,0.8920411,0,13,0,4,11,0,2.4,3.771429,0,1.542857,1,0,1,0,2.542857
6781009,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,8,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.051763,19.31818,20,4,0,4,3,28,0,1.8,9.6,0,3.85,3,2,0,5,8.85,-0.7792829,0.5610821,-0.4511484,1.006811,-0.4293499,1.117576,-0.3972438,0.8952412,0,8,0,0,39,0,0,13.37143,0,3.342857,8,4,4,0,11.34286
6781010,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-1.030574,21.59091,22,5,0,0,0,26,0,0,8.914286,0,2.228571,8,4,3,15,17.22857,-0.7793798,0.561323,-0.4780126,0.9851757,-0.5128951,1.028904,-0.389948,0.8960536,0,9,0,6,36,1,3.6,12.34286,2.4,4.585714,20,9,6,5,24.58571
6781011,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,1,1,25.41322,0.5503828,-0.7671514,1,0,1,0,0,0,-0.7127333,23.86364,24,5,0,22,21,60,9,12.6,20.57143,21.6,19.19286,7,4,3,14,33.19286,-0.781861,0.5606411,-0.5616189,0.8356637,-0.5012856,1.046088,-0.5150091,0.6458889,0,9,22,26,58,9,15.6,19.88571,21.6,19.77143,15,9,6,0,34.77143
6781012,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.6809492,26.13636,27,6,0,4,1,36,0,0.6,12.34286,0,4.235714,2,3,0,5,9.235714,-0.7822138,0.5601358,-0.4521817,1.006444,-0.4293499,1.117576,-0.399092,0.8945162,0,9,6,0,46,3,0,15.77143,7.2,7.242857,8,5,3,0,15.24286
6781013,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,10,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.6597599,28.40909,29,6,0,0,0,36,0,0,12.34286,0,3.085714,2,4,0,6,9.085714,-0.7824592,0.5597551,-0.4517777,1.006594,-0.434968,1.115404,-0.3937104,0.8960752,0,7,2,0,51,0,0,17.48571,0,4.871428,9,4,5,0,13.87143
6781014,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.553813,30.68182,31,7,0,4,1,9,0,0.6,3.085714,0,1.921429,0,0,0,0,1.921429,-0.783813,0.5573229,-0.4357623,1.00304,-0.4090119,1.108171,-0.3886507,0.8957971,0,10,10,6,0,0,3.6,0,0,3.4,7,2,3,2,10.4
6781015,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.3842981,32.95454,33,7,0,4,1,0,0,0.6,0,0,1.15,2,4,0,6,7.15,-0.786412,0.5515798,-0.4468178,1.007722,-0.434968,1.115404,-0.3855097,0.8945654,0,9,2,0,29,0,0,9.942857,0,2.985714,7,2,5,0,9.985714
6781016,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.32073,35.22728,36,8,0,11,0,47,0,0,16.11429,0,6.778572,3,5,1,9,15.77857,-0.7875241,0.5488272,-0.4726734,0.991039,-0.4550754,1.101032,-0.4124088,0.8845744,0,9,24,8,57,8,4.8,19.54286,19.2,16.88572,7,5,2,0,23.88572
6781018,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.1935938,39.77272,40,8,0,11,0,28,0,0,9.6,0,5.15,3,3,0,6,11.15,-0.7899731,0.5423114,-0.4575912,1.003741,-0.434968,1.115404,-0.4036503,0.891981,1,,,,,,,,,,,,,,
6781020,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.0452683,44.31818,45,9,0,8,0,13,0,0,4.457143,0,3.114286,5,4,3,12,15.11429,-0.7932117,0.5329376,-0.4703282,0.9934149,-0.480632,1.073536,-0.3938394,0.8960585,1,,,,,,,,,,,,,,
6781021,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,1,1,25.41322,0.5503828,-0.7671514,1,0,0,1,0,0,-0.0240789,48.86364,49,10,0,20,11,31,9,6.6,10.62857,21.6,14.70714,7,6,2,15,29.70714,-0.793708,0.5314361,-0.5386729,0.886228,-0.5128951,1.028904,-0.4689558,0.7840059,0,10,22,9,31,8,5.4,10.62857,19.2,14.30714,14,7,4,3,28.30714
6781023,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.0288945,52.27273,53,11,0,0,0,0,0,0,0,0,0,3,4,0,7,7,0.7935945,0.7048535,0.4174423,0.8366994,0.3856611,0.7570314,0.3775981,0.9685208,0,9,0,2,0,0,1.2,0,0,0.3,7,4,3,0,7.3
6781024,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.0288945,52.27273,53,11,0,7,0,0,0,0,0,0,1.75,0,1,0,1,2.75,0.7935945,0.7048535,0.4329983,0.8062164,0.429349,0.6530603,0.3678532,0.9819674,0,9,8,0,14,0,0,4.8,0,3.2,6,3,3,0,9.2
6781026,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.1030573,59.09091,60,12,0,4,6,16,0,3.6,5.485714,0,3.271429,3,2,0,5,8.271429,0.7919009,0.7087006,0.4133011,0.8437595,0.3978154,0.735753,0.3602097,0.991231,0,9,6,16,26,2,9.6,8.914286,4.8,7.328571,9,5,4,0,16.32857
6781027,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.1242466,62.5,63,13,0,20,18,66,7,10.8,22.62857,16.8,17.55714,5,3,3,11,28.55714,0.791436,0.7097405,0.3733482,0.8574288,0.3672869,0.7699483,0.3189674,0.9867877,0,10,20,23,67,7,13.8,22.97143,16.8,18.39286,17,8,6,3,35.39286
6781028,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.1242466,61.36364,62,13,0,16,0,47,4,0,16.11429,9.6,10.42857,7,5,4,16,26.42857,0.791436,0.7097405,0.375376,0.8646427,0.3546207,0.7296585,0.3330596,1.009493,0,10,18,8,63,5,4.8,21.6,12,14.1,18,8,7,3,32.1
6781029,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,10,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.2195988,64.77273,65,13,0,4,10,8,0,6,2.742857,0,3.185714,4,4,0,8,11.18571,0.7894476,0.7141004,0.4046197,0.8568442,0.3803569,0.7637964,0.3606211,0.9907647,0,11,0,0,9,0,0,3.085714,0,0.7714286,8,3,5,0,8.771429
6781030,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.2619775,67.04546,68,14,0,20,29,51,9,17.4,17.48571,21.6,19.12143,7,4,1,12,31.12143,0.7886186,0.7158727,0.3716131,0.8453974,0.3638401,0.7673085,0.3177016,0.9747375,0,9,24,30,58,9,18,19.88571,21.6,20.87143,15,7,6,2,35.87143
6781031,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.2725722,69.31818,70,14,0,2,0,23,0,0,7.885714,0,2.471428,4,1,0,5,7.471428,0.7884165,0.7163001,0.4158808,0.8394184,0.3978154,0.735753,0.3641373,0.9866248,0,9,12,0,20,3,0,6.857143,7.2,6.514286,9,4,5,0,15.51429
6781032,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.3361403,71.59091,72,15,0,2,2,19,0,1.2,6.514286,0,2.428571,4,3,0,7,9.428572,0.7872477,0.7187336,0.4097222,0.8494533,0.3856611,0.7570314,0.3643533,0.9863617,0,10,8,9,38,3,5.4,13.02857,7.2,8.407143,11,5,6,0,19.40714
6781033,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,11,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,1,0,0.378519,73.86364,74,15,0,6,0,33,6,0,11.31429,14.4,7.928571,5,5,3,13,20.92857,0.7865101,0.7202325,0.3829569,0.8732641,0.3608425,0.7621876,0.3410119,1.007561,0,9,22,15,70,8,9,24,19.2,18.55,14,7,6,1,32.55
6781034,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,0.5162499,76.13636,77,16,0,3,6,60,7,3.6,20.57143,16.8,10.99286,6,5,0,11,21.99286,0.7843431,0.7244316,0.3812314,0.8726438,0.3672869,0.7699483,0.3314796,1.009277,0,10,22,22,68,7,13.2,23.31429,16.8,18.82857,14,8,4,2,32.82857
6781035,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,0.5268446,78.40909,79,16,0,22,3,41,8,1.8,14.05714,19.2,14.26429,5,5,0,10,24.26429,0.7841909,0.7247124,0.3779622,0.8696715,0.3711838,0.7702189,0.3238669,1.003006,0,9,24,23,70,9,13.8,24,21.6,20.85,10,5,3,2,30.85
6781036,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.067173,80.68182,81,17,0,6,0,38,5,0,13.02857,12,7.757143,8,3,2,13,20.75714,0.7792178,0.7311469,0.3832463,0.8733191,0.3608425,0.7621876,0.3416149,1.007258,0,9,20,10,52,7,6,17.82857,16.8,15.15714,19,8,7,4,34.15714
6781037,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,10,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.183715,82.95454,83,17,0,2,2,29,4,1.2,9.942857,9.6,5.685714,5,4,3,12,17.68571,0.7788758,0.7304847,0.3889771,0.8722234,0.3638401,0.7673085,0.3495108,1.001831,0,11,0,5,42,2,3,14.4,4.8,5.55,11,6,5,0,16.55
6781038,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.257878,85.22727,86,18,0,22,20,38,6,12,13.02857,14.4,15.35714,5,5,2,12,27.35714,0.7787971,0.729671,0.3744276,0.8617849,0.3638401,0.7673085,0.3219223,0.9988409,0,7,24,24,59,7,14.4,20.22857,16.8,18.85714,9,4,3,2,27.85714
6781039,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,8,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.310851,87.5,88,18,0,22,0,41,8,0,14.05714,19.2,13.81429,5,5,3,13,26.81429,0.7788082,0.7288993,0.3749702,0.8635086,0.3608425,0.7621876,0.3247562,1.004402,0,9,22,13,44,7,7.8,15.08571,16.8,15.42143,18,8,6,4,33.42143
6781040,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,10,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.628692,89.77273,90,18,0,0,6,14,0,3.6,4.8,0,2.1,5,5,2,12,14.1,0.7800887,0.7207714,0.3969973,0.8659825,0.3638401,0.7673085,0.3660293,0.9842881,0,10,2,0,14,0,0,4.8,0,1.7,7,4,3,0,8.7
6781041,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,9,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.649881,92.04546,93,19,0,18,0,21,4,0,7.2,9.6,8.700001,6,4,0,10,18.7,0.7802503,0.7200054,0.38697,0.8730184,0.3711838,0.7702189,0.3383906,1.008656,0,10,16,16,45,7,9.6,15.42857,16.8,14.45714,18,8,7,3,32.45714
6781042,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,11,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.724044,94.31818,95,19,0,9,0,22,4,0,7.542857,9.6,6.535715,4,6,0,10,16.53572,0.7808935,0.71709,0.3913909,0.8708068,0.3711838,0.7702189,0.3461329,1.004454,1,,,,,,,,,,,,,,
6781043,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,10,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,1.840585,96.59091,97,20,0,22,7,42,8,4.2,14.4,19.2,14.95,4,3,0,7,21.95,0.7821542,0.7117441,0.3812985,0.8726782,0.3856611,0.7570314,0.3226109,1.000524,0,9,22,9,42,9,5.4,14.4,21.6,15.85,12,6,5,1,27.85
6781044,678,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,0,10,0,0,75.10331,0.7152663,0.7671512,0,1,0,0,0,1,2.253778,98.86364,99,20,0,4,4,11,0,2.4,3.771429,0,2.542857,5,3,0,8,10.54286,0.7892513,0.6842636,0.4064409,0.8543107,0.3803569,0.7637964,0.3637785,0.9870595,0,10,0,19,10,1,11.4,3.428571,2.4,4.307143,15,7,6,2,19.30714
6801001,680,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,7,0,1,25.32,0.5499746,-0.8292285,1,0,1,0,0,0,-2.17158,0.999999,1,1,0,0,0,50,3,0,17.14286,7.2,6.085714,6,5,0,11,17.08571,-0.8521525,0.5041852,-0.5412022,0.8788385,-0.3916272,1.018704,-0.5209576,0.8139653,0,9,22,18,47,9,10.8,16.11429,21.6,17.62857,16,8,8,0,33.62857
6801002,680,BUTERE/M,0,BUTERE,BUTERE EAST,1,0,1,11,0,1,25.32,0.5499746,-0.8292285,1,0,1,0,0,0,-1.679034,2.999997,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8447648,0.5426117,-0.5311737,0.8445562,-0.3629106,0.9774984,-0.5115041,0.8031027,0,13,2,7,0,0,4.2,0,0,1.55,0,0,0,0,1.55
